Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km),Model_consumption,Cluster
7,101,11,1.2,3,15,2,7.8,184,0,0
7,101,11,1.3,3,15,2,7.9,185,0,0
7,101,11,1.3,3,4,2,8.6,202,1,0
7,102,11,2.0,4,14,2,9.5,220,1,0
8,74,0,2.0,4,13,3,8.8,206,0,0
8,74,0,2.0,4,13,3,9.2,216,1,0
8,74,0,2.7,4,9,3,10.0,233,1,0
8,75,0,2.7,4,9,3,10.2,239,0,0
8,75,0,2.7,4,9,3,10.4,244,1,0
8,75,0,3.6,6,9,3,12.6,297,0,1
8,75,0,3.6,6,22,3,13.0,303,0,1
8,76,2,2.0,4,9,3,8.8,207,0,0
8,76,2,3.0,6,9,3,10.7,252,0,1
8,76,2,2.0,4,9,3,9.5,222,1,0
8,76,2,3.0,6,9,3,11.1,260,1,1
8,77,2,3.0,6,9,3,11.0,258,0,1
8,77,2,3.0,6,9,3,11.1,260,1,1
8,77,2,6.2,8,9,3,14.8,346,0,2
8,77,2,6.2,8,22,3,15.2,356,0,2
8,106,12,3.0,6,0,0,10.5,281,1,1
8,106,12,6.2,8,0,3,14.7,345,1,2
8,106,12,6.2,8,0,3,15.1,353,1,2
8,315,11,2.0,4,14,3,9.0,211,0,0
8,315,11,2.0,4,14,3,9.7,225,1,0
8,316,11,2.0,4,14,3,9.6,225,0,0
9,45,11,3.6,6,4,2,10.7,252,0,1
9,45,11,2.0,4,4,2,9.9,232,1,0
9,45,11,3.6,6,4,2,11.0,259,1,1
9,49,10,2.0,4,22,3,10.5,239,0,0
9,49,10,3.6,6,22,2,12.0,281,0,1
9,49,10,6.2,8,22,3,14.9,349,0,2
9,61,5,2.8,4,1,0,10.1,270,0,0
9,61,5,2.5,4,1,2,11.4,267,1,0
9,61,5,2.8,4,1,0,10.5,283,1,0
9,61,5,3.6,6,3,2,12.1,283,1,1
9,69,13,6.2,8,13,3,12.6,297,0,2
9,104,11,1.5,4,1,2,8.8,208,1,0
9,249,6,2.7,4,3,2,11.6,274,0,1
9,249,6,3.0,6,0,0,8.9,240,0,1
9,249,6,5.3,8,1,2,14.5,341,0,2
9,249,6,5.3,8,1,1,19.1,321,0,2
9,249,6,5.3,8,3,2,13.4,314,0,2
9,249,6,5.3,8,0,2,13.0,304,0,2
9,249,6,2.7,4,3,2,13.1,306,1,1
9,249,6,2.7,4,3,2,14.0,328,1,1
9,249,6,3.0,6,0,0,10.1,272,1,1
9,249,6,3.0,6,0,0,9.9,265,1,1
9,249,6,3.0,6,0,0,11.2,298,1,1
9,249,6,5.3,8,1,2,16.2,380,1,2
9,249,6,5.3,8,1,1,21.5,358,1,2
9,249,6,5.3,8,3,2,13.9,327,1,2
9,249,6,5.3,8,3,2,15.3,359,1,2
9,249,6,5.3,8,0,2,13.4,314,1,2
9,249,6,5.3,8,0,2,14.8,347,1,2
9,249,6,5.3,8,0,2,13.9,327,1,2
9,249,6,5.3,8,0,2,14.4,339,1,2
9,249,6,5.3,8,0,2,15.4,361,1,2
9,249,6,5.3,8,0,2,15.5,364,1,2
9,249,6,5.3,8,0,2,16.2,381,1,2
9,249,6,6.2,8,0,3,14.0,329,1,2
9,249,6,6.2,8,0,3,14.7,345,1,2
9,249,6,6.2,8,0,3,15.0,352,1,2
9,249,6,6.2,8,0,3,15.0,352,1,2
9,249,6,6.2,8,0,3,16.4,385,1,2
9,249,6,6.2,8,0,3,15.5,366,1,2
9,263,12,3.0,6,0,0,10.1,272,0,1
9,263,12,5.3,8,0,2,14.0,327,0,2
9,263,12,5.3,8,0,2,14.1,332,0,2
9,263,12,3.0,6,0,0,10.5,281,1,1
9,263,12,5.3,8,0,2,14.3,336,1,2
9,263,12,5.3,8,0,2,15.1,354,1,2
9,263,12,6.2,8,0,3,14.7,345,1,2
9,263,12,6.2,8,0,3,15.1,353,1,2
9,268,12,5.3,8,0,2,14.0,327,0,2
9,262,12,5.3,8,0,2,14.1,332,0,2
9,268,12,3.0,6,0,0,10.5,281,1,1
9,268,12,5.3,8,0,2,14.0,327,1,2
9,262,12,5.3,8,0,2,15.1,354,1,2
9,268,12,6.2,8,0,3,14.7,345,1,2
9,262,12,6.2,8,0,3,15.1,353,1,2
9,277,11,1.2,3,15,2,7.8,184,0,0
9,277,11,1.3,3,15,2,7.6,178,0,0
9,277,11,1.3,3,4,2,8.4,197,1,0
9,279,12,3.6,6,4,2,11.1,260,0,1
9,280,11,1.4,4,11,2,8.6,201,0,0
9,280,11,1.4,4,11,2,9.1,214,1,0
11,54,2,6.4,8,3,3,13.0,305,0,2
11,54,2,6.4,8,3,3,13.0,305,0,2
11,179,1,6.4,8,3,3,13.0,305,0,2
11,179,1,6.4,8,3,3,13.0,305,0,2
14,46,11,2.3,4,9,2,11.7,275,1,0
14,46,11,2.3,4,23,2,11.8,277,1,0
14,46,11,2.7,6,9,2,12.4,291,1,1
14,46,11,2.3,4,9,2,13.7,323,1,1
14,46,11,2.3,4,23,2,14.3,336,1,1
14,46,11,2.7,6,9,2,14.1,331,1,1
14,46,12,3.0,6,9,2,15.3,358,1,1
14,46,11,2.3,4,9,2,13.4,314,1,1
14,46,11,2.3,4,23,2,13.5,317,1,1
14,46,11,2.7,6,9,2,14.1,331,1,1
14,46,11,1.5,3,3,2,8.9,209,1,0
14,46,11,2.0,4,13,2,10.2,240,1,0
14,97,11,2.0,4,11,2,9.3,219,1,0
14,98,11,2.0,4,3,2,10.1,238,1,0
14,98,11,2.0,4,13,2,10.2,239,1,0
14,98,11,2.7,6,13,2,11.2,262,1,1
14,108,11,2.0,4,3,2,9.2,216,1,0
14,110,12,3.5,6,9,2,12.9,304,1,1
14,262,12,3.5,6,9,2,13.5,317,1,1
14,110,12,3.5,6,9,2,13.5,317,1,1
14,262,12,3.5,6,9,2,13.9,326,1,1
14,262,12,2.3,4,0,2,10.7,252,1,0
14,111,12,2.3,4,9,2,11.5,269,1,0
14,262,12,2.3,4,9,2,11.8,277,1,0
14,111,12,3.0,6,0,2,11.8,277,1,1
14,112,6,2.7,6,9,2,10.9,256,0,1
14,112,6,2.7,6,9,2,12.0,282,0,1
14,112,6,3.3,6,9,2,11.1,260,0,1
14,112,6,3.3,6,9,1,15.0,249,0,1
14,112,6,3.5,6,9,2,11.7,275,0,1
14,112,6,3.5,6,9,2,12.0,281,0,1
14,112,6,5.0,8,9,2,12.8,300,0,2
14,112,6,5.0,8,9,1,17.9,298,0,2
14,112,6,5.0,8,9,2,12.9,302,0,2
14,112,6,5.0,8,9,1,17.4,289,0,2
14,112,6,2.7,6,9,2,11.7,274,1,1
14,112,6,3.3,6,9,2,11.8,277,1,1
14,112,6,3.3,6,9,1,15.4,256,1,1
14,112,6,3.5,6,9,2,12.1,284,1,1
14,112,6,3.5,6,9,2,13.0,304,1,1
14,112,6,5.0,8,9,2,12.9,304,1,2
14,112,6,5.0,8,9,1,18.1,301,1,2
14,112,6,5.0,8,9,2,13.1,308,1,2
14,112,6,5.0,8,9,1,17.8,295,1,2
14,112,6,3.5,6,9,2,9.7,228,-1,1
14,112,6,3.5,6,9,2,10.2,238,-1,1
14,132,13,3.5,6,6,3,16.7,395,0,1
14,173,5,2.0,4,3,2,9.6,226,1,0
14,173,5,2.5,4,15,2,6.3,147,-1,0
14,185,10,2.3,4,0,2,9.3,220,0,0
14,185,10,2.3,4,9,2,9.8,231,0,0
14,185,10,2.3,4,22,2,10.0,236,0,0
14,185,10,5.0,8,9,2,12.7,298,0,2
14,185,10,5.0,8,22,2,13.4,314,0,2
14,185,10,2.3,4,0,2,10.1,237,0,0
14,185,10,2.3,4,9,2,10.4,244,0,0
14,185,10,2.3,4,9,2,10.7,252,0,0
14,185,10,2.3,4,22,2,10.9,256,0,0
14,185,10,5.0,8,9,2,13.4,314,0,2
14,185,10,5.0,8,9,2,12.9,302,0,2
14,185,10,5.0,8,22,2,14.5,339,0,2
14,221,6,2.3,4,9,2,10.9,256,1,0
14,262,6,2.3,4,9,2,11.2,262,1,0
14,281,6,2.3,4,9,2,12.4,291,1,1
14,185,10,5.2,8,6,3,16.7,392,0,2
14,278,7,2.0,4,13,2,9.4,221,0,0
14,278,7,2.0,4,13,2,9.4,221,0,0
14,278,7,2.0,4,13,1,12.7,211,0,1
14,278,7,2.5,4,11,2,10.6,249,0,0
14,278,7,2.0,4,13,2,9.2,216,0,0
14,278,7,2.0,4,13,2,9.2,216,0,0
14,278,7,2.0,4,13,1,13.2,219,0,1
14,278,7,2.5,4,11,2,10.6,249,0,0
15,119,0,2.0,4,13,3,10.0,236,1,0
15,119,0,3.3,6,13,3,11.5,273,1,1
15,120,1,3.5,6,13,3,12.6,298,1,1
15,135,11,2.5,4,13,3,9.7,229,1,0
15,135,11,3.5,6,13,3,11.6,275,1,1
16,29,12,3.6,6,4,2,10.7,252,0,1
16,29,12,2.0,4,4,2,9.9,232,1,0
16,29,12,3.6,6,4,2,11.0,259,1,1
16,51,5,2.8,4,1,0,10.1,270,0,0
16,51,5,2.5,4,1,2,11.4,267,1,0
16,51,5,2.8,4,1,0,10.5,283,1,0
16,51,5,3.6,6,3,2,12.1,283,1,1
16,247,6,2.7,4,3,2,11.6,274,0,1
16,247,6,5.3,8,1,2,14.5,341,0,2
16,247,6,5.3,8,1,1,19.1,321,0,2
16,247,6,5.3,8,3,2,13.4,314,0,2
16,247,6,5.3,8,0,2,13.0,305,0,2
16,247,6,2.7,4,3,2,13.1,306,1,1
16,247,6,2.7,4,3,2,14.0,328,1,1
16,247,6,3.0,6,0,0,9.9,265,1,1
16,247,6,3.0,6,0,0,11.2,298,1,1
16,247,6,5.3,8,1,2,16.2,380,1,2
16,247,6,5.3,8,1,1,21.5,358,1,2
16,247,6,5.3,8,3,2,13.9,327,1,2
16,247,6,5.3,8,3,2,15.3,359,1,2
16,247,6,5.3,8,0,2,13.6,318,1,2
16,247,6,5.3,8,0,2,14.8,347,1,2
16,247,6,5.3,8,0,2,14.0,329,1,2
16,247,6,5.3,8,0,2,14.4,338,1,2
16,247,6,5.3,8,0,2,15.4,360,1,2
16,247,6,5.3,8,0,2,16.2,381,1,2
16,247,6,6.2,8,0,3,14.0,329,1,2
16,247,6,6.2,8,0,3,14.7,345,1,2
16,247,6,6.2,8,0,3,15.0,352,1,2
16,247,6,6.2,8,0,3,16.4,385,1,2
16,271,11,1.5,4,4,2,8.6,202,0,0
16,271,11,1.5,4,4,2,9.0,212,1,0
16,318,12,3.0,6,0,0,10.1,272,0,1
16,318,12,5.3,8,0,2,14.0,327,0,2
16,318,12,5.3,8,0,2,14.1,332,0,2
16,318,12,3.0,6,0,0,10.5,281,1,1
16,318,12,5.3,8,0,2,14.0,327,1,2
16,318,12,5.3,8,0,2,15.1,354,1,2
16,318,12,6.2,8,0,3,14.7,345,1,2
16,318,12,6.2,8,0,3,15.1,353,1,2
16,318,12,3.0,6,0,0,10.1,272,0,1
16,318,12,5.3,8,0,2,14.0,327,0,2
16,318,12,5.3,8,0,2,14.1,332,0,2
16,318,12,3.0,6,0,0,10.5,281,1,1
16,318,12,5.3,8,0,2,14.3,336,1,2
16,318,12,5.3,8,0,2,15.1,354,1,2
16,318,12,6.2,8,0,3,14.7,345,1,2
16,318,12,6.2,8,0,3,15.1,353,1,2
17,58,1,1.5,4,19,2,7.1,166,0,0
17,58,1,1.5,4,22,2,7.5,175,0,0
17,58,1,2.0,4,15,2,7.2,167,0,0
17,58,1,2.0,4,22,2,8.0,186,0,0
17,58,2,1.5,4,19,2,6.9,162,0,0
17,58,2,2.0,4,15,2,6.9,162,0,0
17,58,2,2.0,4,19,2,7.1,165,0,0
17,58,2,1.5,4,22,3,7.7,180,0,0
17,206,11,3.5,6,14,2,11.1,260,1,1
18,99,2,2.0,4,16,2,6.7,158,0,0
18,99,2,2.0,4,16,2,6.4,151,0,0
18,99,2,2.0,4,7,3,10.2,241,0,0
18,99,2,2.0,4,22,3,9.4,223,0,0
18,152,11,1.6,4,6,2,7.5,176,0,0
18,152,11,2.0,4,15,2,7.4,174,0,0
18,152,11,2.0,4,7,3,10.4,246,0,0
18,152,11,1.6,4,6,2,8.2,193,1,0
18,152,11,2.0,4,15,2,7.9,187,1,0
18,241,5,2.5,4,7,2,10.6,250,1,0
18,250,1,1.6,4,13,2,7.7,183,0,0
18,284,11,2.5,4,13,2,8.2,194,0,0
18,284,11,2.5,4,13,2,9.0,214,1,0
18,284,11,1.6,4,5,2,6.4,152,-1,0
18,294,2,1.6,4,16,2,7.5,176,0,0
19,215,11,2.0,4,20,3,9.7,228,1,0
19,216,11,2.0,4,20,3,9.5,223,1,0
19,217,12,3.5,6,14,3,10.8,253,1,1
19,218,12,5.6,8,12,3,15.1,355,1,2
20,198,11,2.0,4,14,3,10.3,245,0,0
20,113,11,3.0,6,13,3,10.8,253,0,1
20,113,11,5.0,8,13,3,13.5,316,0,2
20,114,13,5.0,8,13,3,12.1,286,0,2
20,114,13,5.0,8,13,3,12.7,299,1,2
20,114,13,5.0,8,13,3,12.1,286,0,2
20,114,13,5.0,8,13,3,12.7,299,1,2
21,56,12,3.6,6,3,2,10.9,256,1,1
21,56,12,3.6,6,3,2,11.3,265,1,1
21,131,12,3.0,6,3,3,14.3,334,1,1
21,131,12,6.4,8,3,3,16.0,374,1,2
21,298,12,5.7,8,3,2,13.8,323,1,2
21,302,11,3.6,6,3,2,11.7,275,1,1
21,302,11,6.4,8,3,3,16.5,387,1,2
22,52,4,3.5,6,13,2,10.6,252,0,1
22,117,2,2.0,4,15,2,7.0,165,0,0
22,117,2,2.0,4,22,2,7.6,178,0,0
22,150,1,1.6,4,13,2,8.2,195,1,0
22,251,11,2.5,4,7,2,9.9,234,1,0
22,251,11,1.6,4,5,2,6.6,157,-1,0
22,254,11,2.4,4,11,2,10.0,238,1,0
22,261,2,3.3,6,13,3,11.9,280,1,1
22,270,11,3.8,6,13,2,11.3,266,1,1
23,39,13,6.5,12,6,3,21.2,489,0,2
23,39,13,6.5,12,6,3,21.5,498,0,2
23,39,13,6.5,12,6,3,21.5,498,0,2
23,141,13,5.2,10,6,3,15.7,371,0,2
23,141,13,5.2,10,6,3,15.7,370,1,2
23,141,13,5.2,10,6,3,15.7,371,0,2
23,141,13,5.2,10,6,3,15.7,370,1,2
24,92,12,5.0,8,13,3,14.3,339,1,2
24,92,12,5.0,8,13,3,14.7,350,1,2
24,220,12,3.0,6,13,3,11.3,265,0,1
24,220,12,3.0,6,13,3,11.3,265,0,1
24,220,12,4.4,8,13,3,13.3,316,0,2
24,220,12,4.4,8,13,3,13.3,314,0,2
24,220,12,3.0,6,13,3,11.9,279,0,1
24,220,12,3.0,6,13,3,11.9,279,0,1
24,220,12,5.0,8,13,3,13.0,305,0,2
24,220,12,5.0,8,13,3,13.0,305,0,2
24,220,12,5.0,8,13,3,15.5,365,0,2
24,220,12,3.0,6,13,3,11.4,269,1,1
24,220,12,3.0,6,13,3,11.4,269,1,1
24,220,12,5.0,8,13,3,12.6,294,1,2
24,220,12,5.0,8,13,3,14.3,336,1,2
24,220,11,2.0,4,14,3,10.3,244,0,0
25,105,2,2.5,4,13,2,8.4,195,1,0
25,9,2,3.5,6,13,2,9.2,214,0,1
25,5,0,2.0,4,11,3,9.5,221,0,0
25,14,0,5.0,8,13,3,11.9,280,0,2
25,14,2,3.4,6,9,3,11.2,270,1,1
25,15,2,3.5,6,17,3,9.2,216,1,1
25,156,12,3.4,6,9,3,12.7,298,0,1
25,193,11,2.5,4,13,2,8.4,198,1,0
25,9,11,2.4,4,13,3,9.5,221,1,0
25,9,11,2.4,4,13,3,9.5,222,1,0
25,193,11,2.5,4,18,3,6.0,140,1,0
26,68,11,2.3,4,13,2,9.9,232,1,0
26,187,11,2.0,4,3,2,10.7,252,1,0
26,187,11,2.0,4,13,2,10.7,251,1,0
26,187,11,2.7,6,13,2,11.2,262,1,1
26,188,12,3.5,6,9,2,13.2,311,1,1
27,122,2,3.0,6,3,3,11.6,271,0,1
27,183,2,3.0,6,3,3,11.6,271,0,1
27,183,2,3.0,6,3,3,12.6,293,1,1
27,155,12,3.0,6,3,3,13.2,308,0,1
27,183,12,3.0,6,3,3,13.2,308,0,1
27,183,12,3.8,8,3,3,15.0,349,1,2
27,178,13,3.0,6,13,3,12.8,295,0,1
27,214,1,3.0,6,3,3,12.1,281,1,1
27,183,1,3.0,6,3,3,12.1,281,1,1
27,183,1,3.0,6,3,3,12.6,293,1,1
28,81,11,2.5,4,11,2,9.3,216,1,0
28,81,11,2.5,4,11,2,9.0,209,1,0
28,83,11,2.5,4,11,2,10.4,243,1,0
28,176,0,2.5,4,11,2,7.8,183,0,0
28,176,0,2.5,4,11,2,8.5,199,1,0
28,176,2,2.5,4,11,2,8.1,190,0,0
28,176,2,2.5,4,22,2,8.4,198,0,0
28,176,2,2.5,4,11,2,8.6,200,1,0
29,1,10,2.0,4,6,3,8.3,194,1,0
29,4,9,2.0,4,6,3,8.7,202,1,0
29,8,10,2.0,4,6,3,9.5,221,1,0
29,8,9,2.0,4,6,3,9.4,221,1,0
29,10,10,3.0,6,4,3,10.9,256,1,1
29,10,10,3.0,6,4,3,10.8,252,1,1
29,8,0,2.0,4,6,3,9.7,227,1,0
29,59,0,2.0,4,7,3,10.4,243,1,0
29,17,0,3.0,6,4,3,10.3,241,1,1
29,17,2,3.0,6,4,3,9.9,232,1,1
29,17,10,3.0,6,4,3,10.6,247,1,1
29,17,10,3.0,6,4,3,10.2,239,1,1
29,264,12,4.0,8,4,3,17.6,412,1,2
29,22,12,4.0,8,4,3,20.2,470,1,2
29,264,9,2.0,4,7,3,9.8,230,1,0
29,264,9,2.0,4,7,3,11.1,260,1,0
29,264,8,2.0,4,7,3,11.2,262,1,0
29,264,11,3.0,6,4,3,11.3,264,1,1
29,126,11,3.0,6,4,3,12.3,287,1,1
29,264,12,3.0,6,4,3,12.1,283,1,1
29,127,12,3.0,6,4,3,12.5,292,1,1
29,264,12,4.0,8,4,3,14.6,341,1,2
29,22,12,4.0,8,4,3,14.8,346,1,2
29,264,12,4.0,8,4,3,15.3,360,1,2
29,17,0,3.0,6,4,3,11.0,258,1,1
29,22,3,4.0,8,4,3,14.5,339,1,2
29,5,0,2.0,4,4,3,8.6,202,1,0
29,5,10,2.0,4,4,3,9.6,224,1,0
29,5,10,2.0,4,4,3,9.3,217,1,0
29,4,0,2.0,4,6,3,8.6,200,1,0
29,12,0,3.0,6,4,3,9.8,229,1,1
29,9,2,2.0,4,4,3,9.8,229,1,0
29,12,2,3.0,6,4,3,9.3,218,1,1
29,12,10,3.0,6,4,3,9.9,233,1,1
29,12,10,3.0,6,4,3,9.6,225,1,1
29,12,8,3.0,6,4,3,9.8,229,1,1
29,264,12,4.0,8,4,3,15.1,354,0,2
29,264,11,2.0,4,7,3,9.0,210,1,0
29,264,11,2.0,4,7,3,9.5,224,1,0
29,264,11,2.0,4,4,3,10.4,242,1,0
29,5,11,2.0,4,4,3,10.1,237,1,0
29,264,12,2.0,4,4,3,10.7,250,1,0
29,264,12,3.0,6,4,3,10.4,244,1,1
29,127,12,3.0,6,4,3,10.5,247,1,1
29,264,12,3.0,6,4,3,11.5,269,1,1
29,264,12,4.0,8,4,3,14.4,338,1,2
29,175,1,4.0,8,4,3,12.9,301,1,2
29,175,1,6.0,12,4,3,15.7,369,1,2
29,181,7,2.0,4,4,3,11.5,267,0,0
29,181,7,2.0,4,4,3,11.5,267,0,0
29,181,7,2.0,4,4,3,12.1,282,0,0
29,14,1,3.0,6,4,3,9.9,231,1,1
29,21,1,4.0,8,4,3,12.2,285,1,2
30,94,10,1.5,3,6,3,7.3,170,0,0
30,94,10,1.5,3,22,3,7.6,177,0,0
30,94,10,1.5,3,6,3,7.3,170,0,0
30,94,10,1.5,3,22,3,7.6,177,0,0
30,65,3,1.5,3,6,3,7.3,170,0,0
30,65,3,1.5,3,22,3,7.6,177,0,0
30,31,2,1.5,3,13,3,9.1,211,0,0
30,94,10,2.0,4,6,3,7.5,174,0,0
30,94,10,2.0,4,22,3,9.1,211,0,0
30,94,10,2.0,4,6,3,7.5,174,0,0
30,94,10,2.0,4,22,3,9.1,211,0,0
30,31,2,2.0,4,13,3,8.9,207,0,0
30,66,3,2.0,4,6,3,7.8,182,0,0
30,66,3,2.0,4,22,3,8.8,205,0,0
30,94,10,2.0,4,13,3,8.2,191,0,0
30,94,10,2.0,4,22,3,9.1,211,0,0
30,149,3,2.0,4,13,3,8.5,198,0,0
30,149,2,2.0,4,13,3,9.2,210,0,0
31,96,11,1.5,4,20,2,9.3,216,1,0
31,196,11,2.5,4,20,2,8.9,208,1,0
32,33,2,2.5,4,15,2,7.9,186,1,0
32,118,6,3.8,6,14,2,11.3,266,0,1
32,118,6,3.8,6,14,2,12.3,288,1,1
32,204,11,3.5,6,14,2,10.5,246,1,1
32,213,9,2.0,4,20,2,8.0,188,0,0
32,213,9,2.0,4,22,2,9.1,213,0,0
32,213,9,2.0,4,20,2,8.3,196,1,0
32,229,11,1.5,3,20,2,7.2,169,0,0
32,229,11,2.5,4,20,2,8.1,190,0,0
32,229,11,1.5,3,20,2,7.6,179,1,0
32,229,11,1.5,3,20,2,7.7,181,1,0
32,244,2,2.0,4,15,2,7.3,171,0,0
32,244,2,2.0,4,22,2,7.9,185,0,0
32,244,2,2.0,4,22,2,8.1,189,0,0
33,28,3,3.0,6,7,3,12.1,289,0,1
33,28,3,3.0,6,23,3,11.9,276,0,1
33,28,3,3.0,6,7,3,12.1,288,0,1
33,28,3,3.0,6,23,3,12.2,289,0,1
33,28,3,3.0,6,7,3,12.2,289,0,1
33,28,3,3.0,6,23,3,11.9,278,0,1
33,28,3,3.0,6,7,3,12.3,288,0,1
33,28,3,3.0,6,23,3,12.7,296,0,1
33,28,13,4.0,6,6,3,14.3,334,0,1
33,28,13,4.0,6,22,3,15.2,355,0,1
33,28,13,4.0,6,6,3,14.4,335,0,1
33,28,13,4.0,6,22,3,15.2,354,0,1
33,28,3,3.0,6,7,3,12.3,287,0,1
33,28,3,3.0,6,23,3,12.7,296,0,1
33,53,12,3.0,6,13,3,12.4,289,0,1
33,53,12,3.0,6,13,3,12.4,289,0,1
33,53,12,2.9,6,13,3,12.9,307,0,1
33,53,12,2.9,6,13,3,13.0,305,0,1
33,53,12,4.0,8,13,3,14.8,343,0,2
33,53,12,4.0,8,13,3,14.1,330,0,2
33,53,12,4.0,8,13,3,14.8,345,0,2
33,171,11,2.0,4,6,3,11.0,263,0,0
33,171,11,2.9,6,6,3,12.2,289,0,1
33,134,11,2.9,6,6,3,12.2,290,0,1
34,0,6,5.7,8,3,2,11.7,275,0,2
34,0,6,3.6,6,3,2,11.1,260,1,1
34,0,6,5.7,8,3,2,12.1,284,1,2
34,0,6,5.7,8,3,2,13.7,323,0,2
34,0,6,3.6,6,3,2,12.6,295,1,1
35,44,1,6.7,12,13,3,16.7,387,0,2
36,36,12,2.4,4,20,2,10.5,245,1,0
36,47,3,2.4,4,11,3,9.5,224,0,0
36,47,3,2.4,4,22,3,10.5,247,0,0
36,72,11,2.0,4,20,2,7.9,184,1,0
36,300,11,2.5,4,20,2,9.0,210,1,0
36,144,2,2.0,4,19,2,7.4,174,1,0
36,144,2,2.0,4,21,2,9.0,209,1,0
36,154,1,2.5,4,20,2,7.8,184,1,0
36,195,11,2.4,4,20,2,10.0,235,1,0
36,303,2,2.4,4,20,3,11.2,262,1,0
36,303,2,2.4,4,22,3,10.8,254,1,0
37,13,12,4.0,6,10,2,13.8,323,1,1
37,13,12,4.0,6,10,2,13.8,321,1,1
37,50,2,2.5,4,13,2,7.4,174,0,0
37,50,2,2.5,4,13,2,7.6,178,0,0
37,50,2,3.5,6,13,2,9.2,215,0,1
37,50,2,2.5,4,13,2,8.2,192,1,0
37,50,2,2.5,4,13,2,8.4,195,1,0
37,67,0,1.8,4,15,2,7.1,166,0,0
37,67,0,2.0,4,22,2,7.4,172,0,0
37,67,0,2.0,4,17,2,6.8,159,0,0
37,67,11,2.0,4,17,2,7.3,171,0,0
37,67,11,2.0,4,17,2,7.8,182,1,0
37,130,3,2.4,4,11,3,9.6,224,0,0
37,130,3,2.4,4,22,3,10.5,246,0,0
37,129,13,2.0,4,13,3,8.4,195,0,0
37,222,11,2.5,4,13,2,8.4,198,1,0
37,245,12,5.7,8,11,2,16.4,385,1,2
37,246,4,2.5,4,15,2,6.6,154,0,0
37,246,4,2.5,4,15,2,6.7,158,1,0
37,285,6,3.4,6,9,2,11.8,277,0,1
37,285,6,3.4,6,9,2,12.4,291,1,1
37,285,6,3.4,6,9,2,12.2,286,1,1
37,285,6,3.4,6,9,2,11.7,274,-1,1
37,285,6,3.4,6,9,2,12.3,287,-1,1
37,295,11,2.5,4,15,2,6.1,142,1,0
38,37,11,2.0,4,13,2,10.6,249,1,0
38,37,11,3.6,6,13,2,12.2,286,1,1
38,37,11,2.0,4,13,2,10.7,252,1,0
38,37,11,3.6,6,13,2,11.7,275,1,1
38,128,2,2.0,4,6,2,8.3,194,0,0
38,128,2,2.0,4,22,2,8.5,198,0,0
38,128,2,2.0,4,6,3,9.1,213,0,0
38,128,2,2.0,4,22,3,10.2,237,0,0
38,148,0,1.5,4,13,2,6.8,159,0,0
38,148,0,1.5,4,22,2,6.9,161,0,0
38,148,0,2.0,4,6,2,7.9,185,0,0
38,148,0,2.0,4,22,2,7.9,186,0,0
38,202,2,2.0,4,11,2,8.3,196,0,0
38,269,11,1.5,4,3,2,7.6,178,0,0
38,269,11,1.5,4,2,2,8.5,200,1,0
38,273,11,2.0,4,13,2,9.4,222,1,0
38,273,11,2.0,4,13,2,9.8,229,1,0
39,41,0,2.0,4,13,3,8.0,186,0,0
39,41,0,2.0,4,13,3,8.3,193,1,0
39,42,2,2.0,4,13,3,9.1,212,1,0
39,265,9,2.0,4,13,3,9.5,221,1,0
39,42,8,2.0,4,13,3,9.5,222,1,0
39,41,11,2.0,4,13,3,9.4,219,1,0
39,42,11,2.0,4,13,3,9.9,232,1,0
39,312,12,2.0,4,13,3,10.8,252,1,0
0,146,1,1.5,4,19,3,7.2,167,0,0
0,146,1,1.5,4,19,3,7.4,172,0,0
0,146,1,1.5,4,22,3,7.8,181,0,0
0,287,12,3.0,6,9,3,12.4,291,1,1
1,276,11,2.0,4,4,2,9.8,231,1,0
2,91,12,4.0,8,4,3,14.0,329,0,2
2,292,13,5.2,12,3,3,14.3,337,1,2
3,272,10,2.0,4,6,2,7.9,183,1,0
3,272,0,2.0,4,6,3,8.7,203,1,0
3,272,9,2.0,4,6,3,9.1,214,1,0
3,272,10,2.0,4,6,3,8.9,208,1,0
3,272,10,2.0,4,6,3,8.7,203,1,0
3,272,2,2.0,4,6,3,8.7,203,1,0
3,272,2,2.0,4,6,3,8.9,207,1,0
3,272,2,3.0,6,6,3,9.6,224,1,1
3,272,8,3.0,6,6,3,9.6,224,1,1
3,272,1,3.0,6,13,3,10.6,247,1,1
3,272,11,2.0,4,13,2,9.6,224,1,0
3,272,11,2.0,4,13,2,10.0,233,1,0
3,272,11,2.0,4,6,3,9.3,217,1,0
3,272,11,2.0,4,6,3,9.5,223,1,0
3,272,11,2.0,4,6,3,9.5,223,1,0
3,272,12,2.0,4,13,3,11.0,257,1,0
3,272,12,3.0,6,13,3,12.0,281,1,1
3,272,12,3.0,6,13,3,11.7,273,1,1
3,219,13,5.2,10,6,3,13.7,320,0,2
3,219,13,5.2,10,6,3,15.5,361,1,2
3,219,13,5.2,10,6,3,13.7,320,0,2
3,219,13,5.2,10,6,3,15.5,361,1,2
3,219,13,5.2,10,6,3,14.0,328,0,2
3,231,10,2.9,6,13,3,11.4,266,1,1
3,255,2,2.9,6,13,3,11.5,267,1,1
3,231,8,4.0,8,13,3,14.1,328,1,2
